# Structural-debt ratchet budgets. Each listed file's line count and unsafe-site
# count must not exceed its recorded ceiling; check-refactor-budgets.sh enforces
# this. Lower a ceiling only after an extraction actually reduces the file; never
# raise one. Seeded 2026-07-22 at the pre-refactor baseline.
#
# NOTE ON AGGREGATE HONESTY: extracting code from lib.rs into a sibling module
# does NOT reduce total crate lines — module headers, imports, re-export shims,
# and test-module wrappers add boilerplate. Every extracted module must be added
# here at its real size, so a pure move can never look like a reduction. The win
# of an extraction packet is ownership and review boundaries, not line count.
# Likewise, unsafe sites moving from lib.rs into platform/* is not a reduction.
#
# path	max_loc	max_unsafe
crates/bridgevm-agent-protocol/src/lib.rs	7	0
crates/bridgevm-agent-protocol/src/protocol_version.rs	555	0
crates/bridgevm-agent-protocol/src/tests_split/helpers.rs	32	0
crates/bridgevm-agent-protocol/src/tests_split/mod.rs	4	0
crates/bridgevm-agent-protocol/src/tests_split/part_1.rs	636	0
crates/bridgevm-agentd/src/authorization.rs	52	0
crates/bridgevm-agentd/src/command_tracker.rs	79	0
crates/bridgevm-agentd/src/errors.rs	81	0
crates/bridgevm-agentd/src/handshake.rs	70	0
crates/bridgevm-agentd/src/lib.rs	19	0
crates/bridgevm-agentd/src/line_codec.rs	109	0
crates/bridgevm-agentd/src/policy.rs	84	0
crates/bridgevm-agentd/src/session.rs	25	0
crates/bridgevm-agentd/src/tests_split/helpers.rs	39	0
crates/bridgevm-agentd/src/tests_split/mod.rs	4	0
crates/bridgevm-agentd/src/tests_split/part_1.rs	692	0
crates/bridgevm-api/src/boot_media.rs	491	0
crates/bridgevm-api/src/boot_media_meta.rs	322	0
crates/bridgevm-api/src/contract.rs	143	0
crates/bridgevm-api/src/diagnostics.rs	122	0
crates/bridgevm-api/src/dispatch.rs	486	0
crates/bridgevm-api/src/evidence_read.rs	386	0
crates/bridgevm-api/src/evidence_util.rs	386	0
crates/bridgevm-api/src/evidence_verify.rs	724	0
crates/bridgevm-api/src/guest_tools.rs	395	0
crates/bridgevm-api/src/launch_readiness.rs	292	0
crates/bridgevm-api/src/lib.rs	249	0
crates/bridgevm-api/src/network.rs	189	0
crates/bridgevm-api/src/performance.rs	597	0
crates/bridgevm-api/src/process/apple_vz.rs	297	0
crates/bridgevm-api/src/process/compatibility.rs	291	0
crates/bridgevm-api/src/process/display.rs	376	1
crates/bridgevm-api/src/process/fast_backend.rs	141	0
crates/bridgevm-api/src/process/lifecycle.rs	381	2
crates/bridgevm-api/src/process/mod.rs	13	0
crates/bridgevm-api/src/process_tests/mod.rs	3	0
crates/bridgevm-api/src/process_tests/part_1.rs	594	0
crates/bridgevm-api/src/readiness.rs	379	0
crates/bridgevm-api/src/records.rs	544	0
crates/bridgevm-api/src/records_tests/mod.rs	3	0
crates/bridgevm-api/src/records_tests/part_1.rs	638	0
crates/bridgevm-api/src/request.rs	278	0
crates/bridgevm-api/src/request_tests/mod.rs	4	0
crates/bridgevm-api/src/request_tests/part_1.rs	389	0
crates/bridgevm-api/src/request_tests/part_2.rs	905	0
crates/bridgevm-api/src/response.rs	186	0
crates/bridgevm-api/src/response_tests/mod.rs	7	0
crates/bridgevm-api/src/response_tests/part_1.rs	352	0
crates/bridgevm-api/src/response_tests/part_2.rs	854	0
crates/bridgevm-api/src/response_tests/part_3.rs	620	0
crates/bridgevm-api/src/response_tests/part_4.rs	821	0
crates/bridgevm-api/src/response_tests/part_5.rs	708	0
crates/bridgevm-api/src/shares.rs	128	0
crates/bridgevm-api/src/ssh_ports.rs	159	0
crates/bridgevm-api/src/test_support.rs	259	0
crates/bridgevm-apple-vz/src/boot_spec.rs	173	0
crates/bridgevm-apple-vz/src/bundle_paths.rs	13	0
crates/bridgevm-apple-vz/src/command_launcher.rs	185	0
crates/bridgevm-apple-vz/src/errors.rs	130	0
crates/bridgevm-apple-vz/src/handoff.rs	77	0
crates/bridgevm-apple-vz/src/launch_spec.rs	105	0
crates/bridgevm-apple-vz/src/launch_spec_artifact.rs	55	0
crates/bridgevm-apple-vz/src/launcher.rs	27	0
crates/bridgevm-apple-vz/src/lib.rs	31	0
crates/bridgevm-apple-vz/src/network_plan.rs	44	0
crates/bridgevm-apple-vz/src/plan.rs	155	0
crates/bridgevm-apple-vz/src/preflight.rs	39	0
crates/bridgevm-apple-vz/src/readiness.rs	141	0
crates/bridgevm-apple-vz/src/shares.rs	95	0
crates/bridgevm-apple-vz/src/tests_split/helpers.rs	134	0
crates/bridgevm-apple-vz/src/tests_split/mod.rs	5	0
crates/bridgevm-apple-vz/src/tests_split/part_1.rs	535	0
crates/bridgevm-apple-vz/src/tests_split/part_2.rs	393	0
crates/bridgevm-cli/src/args/core.rs	290	0
crates/bridgevm-cli/src/args/mod.rs	11	0
crates/bridgevm-cli/src/args/probe_args.rs	124	0
crates/bridgevm-cli/src/args/store_args.rs	218	0
crates/bridgevm-cli/src/args/tool_args.rs	667	0
crates/bridgevm-cli/src/args_tests/mod.rs	5	0
crates/bridgevm-cli/src/args_tests/part_1.rs	279	0
crates/bridgevm-cli/src/args_tests/part_2.rs	366	0
crates/bridgevm-cli/src/args_tests/part_3.rs	536	0
crates/bridgevm-cli/src/boot_media.rs	339	0
crates/bridgevm-cli/src/clone_migrate.rs	904	0
crates/bridgevm-cli/src/daemon_io.rs	306	0
crates/bridgevm-cli/src/disk.rs	161	0
crates/bridgevm-cli/src/doctor.rs	306	0
crates/bridgevm-cli/src/entry.rs	70	0
crates/bridgevm-cli/src/json_util.rs	778	0
crates/bridgevm-cli/src/main.rs	133	0
crates/bridgevm-cli/src/report.rs	361	0
crates/bridgevm-cli/src/request.rs	498	0
crates/bridgevm-cli/src/request_tests/mod.rs	3	0
crates/bridgevm-cli/src/request_tests/part_1.rs	698	0
crates/bridgevm-cli/src/runtime_print.rs	315	0
crates/bridgevm-cli/src/snapshot.rs	629	0
crates/bridgevm-cli/src/ssh_runtime.rs	752	0
crates/bridgevm-cli/src/test_support.rs	60	0
crates/bridgevm-cli/src/title_gate.rs	300	0
crates/bridgevm-cli/src/vm_cmds.rs	524	0
crates/bridgevm-config/src/error.rs	39	0
crates/bridgevm-config/src/json_schema.rs	182	0
crates/bridgevm-config/src/lib.rs	17	0
crates/bridgevm-config/src/manifest_defaults.rs	87	0
crates/bridgevm-config/src/manifest_io.rs	49	0
crates/bridgevm-config/src/manifest_model.rs	277	0
crates/bridgevm-config/src/naming.rs	33	0
crates/bridgevm-config/src/tests_split/helpers.rs	1	0
crates/bridgevm-config/src/tests_split/mod.rs	4	0
crates/bridgevm-config/src/tests_split/part_1.rs	589	0
crates/bridgevm-config/src/validation.rs	205	0
crates/bridgevm-core/src/lib.rs	617	0
crates/bridgevm-daemon/src/backend_lifecycle.rs	285	0
crates/bridgevm-daemon/src/backend_spawn.rs	286	0
crates/bridgevm-daemon/src/cli.rs	48	0
crates/bridgevm-daemon/src/daemon_state.rs	153	0
crates/bridgevm-daemon/src/guest_tools_protocol.rs	193	0
crates/bridgevm-daemon/src/guest_tools_runtime_metadata.rs	175	0
crates/bridgevm-daemon/src/guest_tools_session.rs	312	1
crates/bridgevm-daemon/src/helper_preflight.rs	209	0
crates/bridgevm-daemon/src/ipc_listener.rs	190	0
crates/bridgevm-daemon/src/main.rs	42	0
crates/bridgevm-daemon/src/performance_sample.rs	205	0
crates/bridgevm-daemon/src/proxy_window_crop_artifacts.rs	310	0
crates/bridgevm-daemon/src/proxy_window_crop_config.rs	268	0
crates/bridgevm-daemon/src/qmp_supervisor.rs	90	0
crates/bridgevm-daemon/src/snapshot_orchestration.rs	164	0
crates/bridgevm-daemon/src/spawn_config.rs	172	0
crates/bridgevm-daemon/src/supervisor_loop.rs	188	1
crates/bridgevm-daemon/src/tests_split/helpers.rs	205	0
crates/bridgevm-daemon/src/tests_split/mod.rs	8	0
crates/bridgevm-daemon/src/tests_split/part_1.rs	400	0
crates/bridgevm-daemon/src/tests_split/part_2.rs	538	0
crates/bridgevm-daemon/src/tests_split/part_3.rs	699	0
crates/bridgevm-daemon/src/tests_split/part_4.rs	573	2
crates/bridgevm-daemon/src/tests_split/part_4_2.rs	645	0
crates/bridgevm-daemon/src/unix_time.rs	20	0
crates/bridgevm-fullvm/src/lib.rs	26	0
crates/bridgevm-hvf/src/acpi/acpi_header_len.rs	872	0
crates/bridgevm-hvf/src/acpi/aml_field_length.rs	737	0
crates/bridgevm-hvf/src/acpi/mod.rs	9	0
crates/bridgevm-hvf/src/acpi/tests/helpers.rs	201	0
crates/bridgevm-hvf/src/acpi/tests/mod.rs	4	0
crates/bridgevm-hvf/src/acpi/tests/part_1.rs	574	0
crates/bridgevm-hvf/src/checkpoint/get_reg.rs	44	2
crates/bridgevm-hvf/src/checkpoint/hvvcpu.rs	913	18
crates/bridgevm-hvf/src/checkpoint/mod.rs	9	0
crates/bridgevm-hvf/src/checkpoint/tests/helpers.rs	40	0
crates/bridgevm-hvf/src/checkpoint/tests/mod.rs	4	0
crates/bridgevm-hvf/src/checkpoint/tests/part_1.rs	28	0
crates/bridgevm-hvf/src/dtb.rs	681	0
crates/bridgevm-hvf/src/fwcfg.rs	795	0
crates/bridgevm-hvf/src/hda/codec_parameter.rs	99	0
crates/bridgevm-hvf/src/hda/hdapcmsink.rs	977	0
crates/bridgevm-hvf/src/hda/mod.rs	9	0
crates/bridgevm-hvf/src/hda/tests/helpers.rs	115	0
crates/bridgevm-hvf/src/hda/tests/mod.rs	4	0
crates/bridgevm-hvf/src/hda/tests/part_1.rs	401	0
crates/bridgevm-hvf/src/lib.rs	96	0
crates/bridgevm-hvf/src/machine.rs	367	0
crates/bridgevm-hvf/src/machine_plan.rs	374	0
crates/bridgevm-hvf/src/media.rs	654	0
crates/bridgevm-hvf/src/msix.rs	403	0
crates/bridgevm-hvf/src/net_nat/handle_outbound_ipv4.rs	874	0
crates/bridgevm-hvf/src/net_nat/icmp_reply_rejection_reason.rs	515	13
crates/bridgevm-hvf/src/net_nat/macaddr.rs	923	0
crates/bridgevm-hvf/src/net_nat/mod.rs	11	0
crates/bridgevm-hvf/src/net_nat/tests/helpers.rs	215	0
crates/bridgevm-hvf/src/net_nat/tests/mod.rs	4	0
crates/bridgevm-hvf/src/net_nat/tests/part_1.rs	861	0
crates/bridgevm-hvf/src/no_qemu_plan.rs	201	0
crates/bridgevm-hvf/src/nvme/admin.rs	88	0
crates/bridgevm-hvf/src/nvme/controller.rs	151	0
crates/bridgevm-hvf/src/nvme/disk.rs	248	0
crates/bridgevm-hvf/src/nvme/features.rs	106	0
crates/bridgevm-hvf/src/nvme/identify.rs	206	0
crates/bridgevm-hvf/src/nvme/interrupts.rs	54	0
crates/bridgevm-hvf/src/nvme/io.rs	279	2
crates/bridgevm-hvf/src/nvme/log_page.rs	85	0
crates/bridgevm-hvf/src/nvme/mod.rs	33	0
crates/bridgevm-hvf/src/nvme/namespace.rs	160	0
crates/bridgevm-hvf/src/nvme/protocol.rs	168	0
crates/bridgevm-hvf/src/nvme/prp.rs	156	0
crates/bridgevm-hvf/src/nvme/queue.rs	346	0
crates/bridgevm-hvf/src/nvme/registers.rs	237	0
crates/bridgevm-hvf/src/nvme/snapshot.rs	135	0
crates/bridgevm-hvf/src/nvme/tests/helpers.rs	386	0
crates/bridgevm-hvf/src/nvme/tests/mod.rs	6	0
crates/bridgevm-hvf/src/nvme/tests/part_1.rs	783	0
crates/bridgevm-hvf/src/nvme/tests/part_2.rs	895	0
crates/bridgevm-hvf/src/nvme/tests/part_3.rs	750	0
crates/bridgevm-hvf/src/nvme/trace.rs	82	0
crates/bridgevm-hvf/src/pcie/bar.rs	218	0
crates/bridgevm-hvf/src/pcie/bar_routing.rs	83	0
crates/bridgevm-hvf/src/pcie/capabilities.rs	179	0
crates/bridgevm-hvf/src/pcie/cfg_addr.rs	56	0
crates/bridgevm-hvf/src/pcie/cfg_regs.rs	100	0
crates/bridgevm-hvf/src/pcie/ecam.rs	168	0
crates/bridgevm-hvf/src/pcie/endpoint_ids.rs	319	0
crates/bridgevm-hvf/src/pcie/endpoint_queries.rs	81	0
crates/bridgevm-hvf/src/pcie/function.rs	74	0
crates/bridgevm-hvf/src/pcie/function_builders.rs	300	0
crates/bridgevm-hvf/src/pcie/mod.rs	30	0
crates/bridgevm-hvf/src/pcie/msix_capability.rs	114	0
crates/bridgevm-hvf/src/pcie/snapshot.rs	73	0
crates/bridgevm-hvf/src/pcie/tests/helpers.rs	70	0
crates/bridgevm-hvf/src/pcie/tests/mod.rs	5	0
crates/bridgevm-hvf/src/pcie/tests/part_1.rs	758	0
crates/bridgevm-hvf/src/pcie/tests/part_2.rs	606	0
crates/bridgevm-hvf/src/pcie/trace.rs	17	0
crates/bridgevm-hvf/src/pcie/virtio_caps.rs	321	0
crates/bridgevm-hvf/src/pflash.rs	328	0
crates/bridgevm-hvf/src/pl011.rs	262	0
crates/bridgevm-hvf/src/pl031.rs	161	0
crates/bridgevm-hvf/src/platform/apple/diagnostic_vector.rs	199	6
crates/bridgevm-hvf/src/platform/apple/ffi.rs	227	0
crates/bridgevm-hvf/src/platform/apple/firmware_irq.rs	210	5
crates/bridgevm-hvf/src/platform/apple/firmware_run_loop.rs	2844	42
crates/bridgevm-hvf/src/platform/apple/guest_entry.rs	684	27
crates/bridgevm-hvf/src/platform/apple/guest_mem.rs	108	1
crates/bridgevm-hvf/src/platform/apple/guest_phys.rs	274	2
crates/bridgevm-hvf/src/platform/apple/host.rs	71	6
crates/bridgevm-hvf/src/platform/apple/lifecycle/interrupt_timer.rs	361	15
crates/bridgevm-hvf/src/platform/apple/lifecycle/mod.rs	13	0
crates/bridgevm-hvf/src/platform/apple/lifecycle/vcpu_create.rs	120	5
crates/bridgevm-hvf/src/platform/apple/lifecycle/vcpu_run.rs	184	8
crates/bridgevm-hvf/src/platform/apple/lifecycle/vm_create.rs	71	2
crates/bridgevm-hvf/src/platform/apple/lifecycle/vtimer_exit.rs	408	18
crates/bridgevm-hvf/src/platform/apple/memory_map.rs	175	7
crates/bridgevm-hvf/src/platform/apple/mmio_block/block_device.rs	463	17
crates/bridgevm-hvf/src/platform/apple/mmio_block/block_queue.rs	725	20
crates/bridgevm-hvf/src/platform/apple/mmio_block/identity.rs	64	0
crates/bridgevm-hvf/src/platform/apple/mmio_block/mod.rs	13	0
crates/bridgevm-hvf/src/platform/apple/mmio_block/queue_specs.rs	253	0
crates/bridgevm-hvf/src/platform/apple/mmio_block/results.rs	162	0
crates/bridgevm-hvf/src/platform/apple/mmio_devices/mod.rs	7	0
crates/bridgevm-hvf/src/platform/apple/mmio_devices/rtc.rs	490	16
crates/bridgevm-hvf/src/platform/apple/mmio_devices/serial.rs	672	21
crates/bridgevm-hvf/src/platform/apple/mmio_emulation/mod.rs	9	0
crates/bridgevm-hvf/src/platform/apple/mmio_emulation/read_emulation.rs	447	16
crates/bridgevm-hvf/src/platform/apple/mmio_emulation/read_exit.rs	300	12
crates/bridgevm-hvf/src/platform/apple/mmio_emulation/write_emulation.rs	475	17
crates/bridgevm-hvf/src/platform/apple/mod.rs	40	0
crates/bridgevm-hvf/src/platform/apple/pflash.rs	859	15
crates/bridgevm-hvf/src/platform/apple/reset_vector.rs	484	15
crates/bridgevm-hvf/src/platform/apple/stage1.rs	791	0
crates/bridgevm-hvf/src/platform/apple/vcpu_run.rs	82	3
crates/bridgevm-hvf/src/platform/unsupported/firmware.rs	397	0
crates/bridgevm-hvf/src/platform/unsupported/host.rs	18	0
crates/bridgevm-hvf/src/platform/unsupported/lifecycle.rs	169	0
crates/bridgevm-hvf/src/platform/unsupported/mmio/devices.rs	584	0
crates/bridgevm-hvf/src/platform/unsupported/mmio/emulation.rs	194	0
crates/bridgevm-hvf/src/platform/unsupported/mmio/guest.rs	109	0
crates/bridgevm-hvf/src/platform/unsupported/mmio/memory_and_firmware.rs	162	0
crates/bridgevm-hvf/src/platform/unsupported/mmio/mod.rs	11	0
crates/bridgevm-hvf/src/platform/unsupported/mod.rs	11	0
crates/bridgevm-hvf/src/platform_virt/audio_device.rs	45	0
crates/bridgevm-hvf/src/platform_virt/bootorder.rs	29	0
crates/bridgevm-hvf/src/platform_virt/console_device.rs	91	0
crates/bridgevm-hvf/src/platform_virt/env_config.rs	59	0
crates/bridgevm-hvf/src/platform_virt/firmware_tables.rs	118	0
crates/bridgevm-hvf/src/platform_virt/gpu_device.rs	117	0
crates/bridgevm-hvf/src/platform_virt/gpu_device_setup.rs	91	0
crates/bridgevm-hvf/src/platform_virt/guest_memory.rs	103	0
crates/bridgevm-hvf/src/platform_virt/interrupt_routing.rs	144	0
crates/bridgevm-hvf/src/platform_virt/machine_assembly.rs	313	0
crates/bridgevm-hvf/src/platform_virt/mmio_dispatch.rs	282	0
crates/bridgevm-hvf/src/platform_virt/mmio_types.rs	42	0
crates/bridgevm-hvf/src/platform_virt/mod.rs	36	0
crates/bridgevm-hvf/src/platform_virt/net_backend.rs	71	0
crates/bridgevm-hvf/src/platform_virt/net_device.rs	92	0
crates/bridgevm-hvf/src/platform_virt/platform_config.rs	80	0
crates/bridgevm-hvf/src/platform_virt/snapshot.rs	162	0
crates/bridgevm-hvf/src/platform_virt/soc_devices.rs	51	0
crates/bridgevm-hvf/src/platform_virt/storage_devices.rs	263	0
crates/bridgevm-hvf/src/platform_virt/tests/helpers.rs	705	0
crates/bridgevm-hvf/src/platform_virt/tests/mod.rs	7	0
crates/bridgevm-hvf/src/platform_virt/tests/part_1.rs	578	0
crates/bridgevm-hvf/src/platform_virt/tests/part_2.rs	594	0
crates/bridgevm-hvf/src/platform_virt/tests/part_2_2.rs	544	0
crates/bridgevm-hvf/src/platform_virt/tests/part_3.rs	454	0
crates/bridgevm-hvf/src/platform_virt/tpm_devices.rs	23	0
crates/bridgevm-hvf/src/platform_virt/xhci_input.rs	235	0
crates/bridgevm-hvf/src/probe_mmio/bus.rs	146	0
crates/bridgevm-hvf/src/probe_mmio/bus_impl.rs	82	0
crates/bridgevm-hvf/src/probe_mmio/bus_tests/gic_cpu_interface.rs	863	0
crates/bridgevm-hvf/src/probe_mmio/bus_tests/gic_distributor.rs	653	0
crates/bridgevm-hvf/src/probe_mmio/bus_tests/helpers.rs	66	0
crates/bridgevm-hvf/src/probe_mmio/bus_tests/mod.rs	6	0
crates/bridgevm-hvf/src/probe_mmio/bus_tests/routing.rs	165	0
crates/bridgevm-hvf/src/probe_mmio/firmware_irq.rs	252	0
crates/bridgevm-hvf/src/probe_mmio/gic_cpu_interface.rs	303	0
crates/bridgevm-hvf/src/probe_mmio/gic_distributor.rs	545	0
crates/bridgevm-hvf/src/probe_mmio/gic_redistributor.rs	357	0
crates/bridgevm-hvf/src/probe_mmio/gic_select.rs	102	0
crates/bridgevm-hvf/src/probe_mmio/gic_select_tests/backings.rs	423	0
crates/bridgevm-hvf/src/probe_mmio/gic_select_tests/helpers.rs	50	0
crates/bridgevm-hvf/src/probe_mmio/gic_select_tests/mod.rs	5	0
crates/bridgevm-hvf/src/probe_mmio/gic_select_tests/queue_routing.rs	800	0
crates/bridgevm-hvf/src/probe_mmio/mod.rs	33	0
crates/bridgevm-hvf/src/probe_mmio/primecell.rs	120	0
crates/bridgevm-hvf/src/probe_mmio/telemetry.rs	545	0
